id,agency,updated,accessed,url,hash,whats_detected,whats_not_detected,acceptable_use_policy,prohibited_uses,access_policy,hotlist_policy
1854,North College Hill OH PD,2023-07-27T12:08:16Z,2023-07-28T01:01:47Z,https://transparency.flocksafety.com/north-college-hill-oh-pd,123ec9332e5b2d91deb2605fafec9f9f,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by North College Hill OH PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
879,Flock Safety - Marketing,2023-07-27T12:05:15Z,2023-07-28T01:01:48Z,https://transparency.flocksafety.com/flock-safety-marketing,703d3496b2d91db448532e8a249e373c,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Flock Safety - Marketing and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,NA
823,Evanston IL PD,2023-07-27T12:04:28Z,2023-07-28T01:01:50Z,https://transparency.flocksafety.com/evanston-il-pd,cb572bbbd6672e6ea8933b2c4912bb3c,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Evanston IL PD and is never sold to 3rd parties.,"Immigration enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1099,Gurnee IL PD,2023-07-27T12:03:48Z,2023-07-28T01:01:52Z,https://transparency.flocksafety.com/gurnee-il-pd,9a096915a734fe163af7cb53dd7f694e,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Gurnee IL PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1125,Hanover Park IL PD,2023-07-27T12:07:25Z,2023-07-28T01:01:54Z,https://transparency.flocksafety.com/hanover-park-il-pd-,6b861f3f7ca857fef9d5c93c5606be38,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Hanover Park IL PD  and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1616,McHenry IL PD,2023-07-27T12:04:41Z,2023-07-28T01:01:56Z,https://transparency.flocksafety.com/mchenry-il-pd,ecde824b652324cdca7d061d7d3a3d7f,NA,NA,NA,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",NA,NA
2018,Paxton IL PD,2023-07-27T12:04:47Z,2023-07-28T01:01:58Z,https://transparency.flocksafety.com/paxton-il-pd-,c0e4dcefe730cff0d355b6deacadab0b,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Paxton Illinois PD  and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2221,Roselle IL PD,2023-07-27T12:06:56Z,2023-07-28T01:01:59Z,https://transparency.flocksafety.com/roselle-il-pd-,7257479c974e0b765476a3d97c53368d,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Roselle IL PD  and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2616,Vernon Hills IL PD,2023-07-27T12:07:47Z,2023-07-28T01:02:01Z,https://transparency.flocksafety.com/vernon-hills-il-pd,4978306fafcf2e6bac72ef633a87f529,"License Plates, Vehicles",NA,Data is used for law enforcement purposes only. Data is owned by Vernon Hills IL PD and is never sold to 3rd parties.,"Civil immigration enforcement, traffic enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2573,University of Iowa PD (IA),2023-07-27T12:06:49Z,2023-07-28T01:02:03Z,https://transparency.flocksafety.com/university-of-iowa-pd-ia,deae0e22e8d6187bc1280b80bb577e01,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by University of Iowa PD (IA) and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2681,Wayzata MN PD,2023-07-27T12:05:52Z,2023-07-28T01:02:05Z,https://transparency.flocksafety.com/wayzata-mn-pd,8b94fb451460bcfcaacf6e689afb5cf8,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Only data that is searched is owned by Wayzata MN PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
241,Bluffton IN PD,2023-07-27T12:04:27Z,2023-07-28T01:02:07Z,https://transparency.flocksafety.com/bluffton-in-pd,d879c17c265b63cb6d109fb38c021def,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by The Bluffton Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human-verified through various law enforcement information-sharing channels such as NCIC and IDACS.
504,Claflin University SC PD,2023-07-27T12:06:20Z,2023-07-28T01:02:09Z,https://transparency.flocksafety.com/claflin-university-sc-pd,9883322b32fe47b049d770cf477e037b,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Claflin University SC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2293,SC - College of Charleston Department of Public Safety,2023-07-27T12:02:58Z,2023-07-28T01:02:11Z,https://transparency.flocksafety.com/sc-college-of-charleston-department-of-public-safety,333a84eedfaa5491dda3b2766a956391,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by SC - College of Charleston Department of Public Safety and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2487,Thomasville GA PD,2023-07-27T12:07:06Z,2023-07-28T01:02:12Z,https://transparency.flocksafety.com/thomasville-ga-pd,66d14073297e52470542be76fc764a93,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Thomasville GA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2802,Woodstock GA PD,2023-07-27T12:07:16Z,2023-07-28T01:02:14Z,https://transparency.flocksafety.com/woodstock-ga-pd,e246e6394a9727bc33258efd441f483a,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Woodstock GA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely. In accordance with OCGA 35-1-22 data captured by license plate reader technology is not subject to public disclosure.,Hotlist hits are required to be human verified prior to action.
2138,Raleigh NC PD,2023-08-01T12:07:31Z,2023-08-01T19:46:57Z,https://transparency.flocksafety.com/raleigh-nc-pd,2df5bdc91f8025879a3d4df7c1ae154e,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Raleigh NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2677,Waxhaw NC PD,2023-08-15T12:08:58Z,2023-08-15T20:19:34Z,https://transparency.flocksafety.com/waxhaw-nc-pd,a70b4a447c62e7b8effbe77057f9e22b,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Waxhaw NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
746,Dunwoody GA PD,2023-08-15T00:15:53Z,2023-08-15T20:19:36Z,https://transparency.flocksafety.com/dunwoody-ga-pd,2f88e16c4f21bfcb290b2a8288c05bd0,NA,NA,NA,NA,NA,NA
793,Elizabethtown NC PD,2023-08-15T12:09:04Z,2023-08-15T20:19:38Z,https://transparency.flocksafety.com/elizabethtown-nc-pd,f3fab8d5d98b1aa93c4acf6b8952e437,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Elizabethtown NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
219,Bessemer City NC PD,2023-08-15T12:08:32Z,2023-08-15T20:19:40Z,https://transparency.flocksafety.com/bessemer-city-nc-pd,28a10a83301e92f6de96609199990129,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Bessemer City NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
43,Allen Park PD MI,2023-08-15T12:09:34Z,2023-08-15T20:19:42Z,https://transparency.flocksafety.com/allen-park-pd-mi,6b78694d9839ffcafb8755a97889f8d8,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Allen Park PD MI and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1742,Mooresville NC PD,2023-08-15T12:07:45Z,2023-08-15T20:22:38Z,https://transparency.flocksafety.com/mooresville-nc-pd,d7e43eacf0018a83c57cf91493f87a64,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Mooresville NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1695,Mint Hill NC PD,2023-08-15T12:07:23Z,2023-08-15T20:22:54Z,https://transparency.flocksafety.com/mint-hill-nc-pd,8468d863ca80f0a03279f12d86100dad,"License Plates, Vehicles","Facial recognition, People, Gender, Race, Vehicle Speed, Traffic Violations",Data is used for law enforcement purposes only. Data is owned by Mint Hill NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2063,Pineville NC PD,2023-08-15T12:07:34Z,2023-08-15T20:22:55Z,https://transparency.flocksafety.com/pineville-nc-pd,bff222e426159a3d5e559cb5e7b98c63,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Pineville NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
945,Franklinton NC PD,2023-08-15T12:07:10Z,2023-08-15T20:22:59Z,https://transparency.flocksafety.com/franklinton-nc-pd,f65f4e4aa13cf1b68c4b6ca1417fb23b,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Franklinton NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
196,Belmont NC PD,2023-08-15T12:07:45Z,2023-08-15T20:23:01Z,https://transparency.flocksafety.com/belmont-nc-pd,e0ea4b057289994c78f1c95cddce75a1,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Belmont NC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2842,Flock - Admin,2023-08-15T12:06:09Z,2023-08-15T20:24:34Z,https://transparency.flocksafety.com/flock-safety-admins,8db63aacdfde1cb1f461c292081ccaa7,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Flock Safety - Admins and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,NA
1355,Kent WA PD,2023-08-18T12:08:36Z,2023-08-19T00:43:11Z,https://transparency.flocksafety.com/kent-wa-pd,ce5a90da842179f57f2f523744d0e5f3,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by the Kent Police Department and is never sold to third parties.,"Civil immigration enforcement; automated traffic infraction ticketing; personal use; non-law enforcement purposes; harassment or intimidation; discrimination; usage based solely on a protected class (such as race, sex, or religion).","The system may only be accessed by Kent Police officers who have been trained in its use, for official and legitimate law enforcement purposes, and for a valid reason associated with an official case report or investigation.","All ""hotlist"" hits are required to be verified by an officer prior to any law enforcement action being taken."
1240,Huntersville PD NC,2023-08-18T12:09:39Z,2023-08-19T00:43:12Z,https://transparency.flocksafety.com/huntersville-pd-nc,4ee5de64470875b7fe8f4e20212e42cc,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Huntersville PD NC and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
347,Butler County KS SO,2023-08-21T12:07:57Z,2023-08-21T20:10:21Z,https://transparency.flocksafety.com/butler-county-ks-so,da8b7a974d2fc91c2e58f2eac1719941,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Butler County KS SO and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2053,Pierce Township OH PD,2023-08-22T12:09:50Z,2023-08-22T20:11:59Z,https://transparency.flocksafety.com/pierce-township-oh-pd,91dd6cd18dde9c93cca6f87ea550cbd0,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Pierce Township OH PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2090,Pontiac IL PD,2023-09-05T23:38:30Z,2023-09-06T02:40:47Z,https://transparency.flocksafety.com/pontiac-il-pd,ba99f10de3a29415c9096f32f78a193e,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Pontiac IL PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
169,Baytown TX PD,2023-09-07T12:09:54Z,2023-09-08T01:54:11Z,https://transparency.flocksafety.com/baytown-tx-pd,fb6ff0aba91d12c007cdc17e67f33340,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Baytown TX PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1991,Palo Alto CA PD,2023-09-07T22:05:13Z,2023-09-08T01:54:12Z,https://transparency.flocksafety.com/palo-alto-ca-pd,146d1fda97d70a6a2f82299a097e593e,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Palo Alto CA PD and is never sold to third parties.,"Activities that are considered immigration enforcement, commercial, non-law enforcement, personal, and prohibited as defined by applicable laws or policies.",All system access requires a valid reason and is stored indefinitely.,Hotlist alerts are required to be human verified prior to action.
2260,San Leandro PD CA,2023-09-18T12:08:47Z,2023-09-19T03:21:20Z,https://transparency.flocksafety.com/san-leandro-pd-ca,9fbbd8c32c1fd5aeb7092fbd89ea7c43,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by San Leandro PD CA and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
53,Amberley Village OH PD,2023-09-18T12:07:42Z,2023-09-19T03:21:21Z,https://transparency.flocksafety.com/amberley-village-oh-pd,b3601e9028db1e0c279fe6556c5a99bc,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Amberley Village OH PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1596,Marysville OH PD,2023-09-18T12:09:28Z,2023-09-19T03:21:23Z,https://transparency.flocksafety.com/marysville-oh-pd,58044444d3c00895c308e443fdebd38c,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Marysville Police Division and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,NA
187,Belle Isle FL PD,2023-09-20T17:45:29Z,2023-09-20T23:23:30Z,https://transparency.flocksafety.com/belle-isle-fl-pd,ebffdf61f826e9e2df0096de77bbdf7c,"License Plates, Vehicles","Facial recognition, People, Gender, Race, Registered owner or occupant personal identifying information.",Data is used for law enforcement purposes only. Data is owned by Belle Isle FL PD and is never sold to 3rd parties.,"Immigration enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2530,Truckee CA PD,2023-10-17T12:10:32Z,2023-10-17T21:08:44Z,https://transparency.flocksafety.com/truckee-ca-pd,acd4f8adb0dd67a8c497bd1c9e74d947,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by the Truckee Police Department and is never sold to 3rd parties.,"Immigration enforcement, automated traffic enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely for auditing purposes.,Hotlist hits are required to be human verified prior to action.
1981,Pacific Grove CA PD,2023-10-17T12:10:35Z,2023-10-17T21:08:46Z,https://transparency.flocksafety.com/pacific-grove-ca-pd,ba338bdb8b393d625ff3ae93a5841a57,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Pacific Grove CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
478,Chesterfield MO PD,2023-10-17T12:10:28Z,2023-10-17T21:08:47Z,https://transparency.flocksafety.com/chesterfield-mo-pd,b4c8629f8ee63808ef673dae32427b1a,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Chesterfield MO PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
36,Alexandria VA PD,2023-10-17T12:10:19Z,2023-10-17T21:08:48Z,https://transparency.flocksafety.com/alexandria-va-pd,73f3993c774d33cd60561976f18c650f,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Alexandria VA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2345,Smithfield RI PD,2023-10-17T12:07:10Z,2023-10-17T21:08:50Z,https://transparency.flocksafety.com/smithfield-ri-pd,a431ff72268af20f1f1bfdc40b2098b4,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Smithfield RI PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
676,Dayton OH PD,2023-10-17T12:09:03Z,2023-10-17T21:08:51Z,https://transparency.flocksafety.com/dayton-oh-pd,5d841e485e0341fd3f5562f247e407d7,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Dayton OH PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
647,Culpeper VA PD,2023-10-17T12:07:17Z,2023-10-17T21:08:53Z,https://transparency.flocksafety.com/culpeper-va-pd-,e4b27afcb697491871250279428492f4,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Culpeper VA PD  and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1312,Jemison AL PD,2023-10-17T12:10:25Z,2023-10-17T21:08:54Z,https://transparency.flocksafety.com/jemison-al-pd,6f437348e4119e5aa0cf851c66faf409,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Jemison AL PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1319,Johnston RI PD,2023-10-23T12:10:15Z,2023-10-23T20:43:29Z,https://transparency.flocksafety.com/johnston-ri-pd,e22e5cbf5b685bd757e53b3fa71a46a1,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Johnston RI PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1367,Kings County CA DAs Office,2023-11-07T13:12:55Z,2023-11-08T03:55:43Z,https://transparency.flocksafety.com/kings-county-ca-das-office,40abb39943e5401eef99e6b7fd1e9727,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Kings County CA DAs Office and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1786,Napa CA PD,2023-11-07T22:15:13Z,2023-11-08T03:55:44Z,https://transparency.flocksafety.com/napa-ca-pd,bec628d90eecf869fd2056494448714c,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Napa CA PD and is never sold to 3rd parties.,"Immigration enforcement, speed enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2149,Redwood City CA PD,2023-11-07T13:17:35Z,2023-11-08T03:55:46Z,https://transparency.flocksafety.com/redwood-city-ca-pd,fa464cb9a2370092a6b807093f8128ea,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by the Redwood City Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2405,St. Helena CA PD,2023-11-07T13:16:23Z,2023-11-08T03:55:47Z,https://transparency.flocksafety.com/st-helena-ca-pd,eb8a19baca372d4b910da00541be49ed,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by St. Helena CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2553,Union City CA PD,2023-11-07T22:44:33Z,2023-11-08T03:55:49Z,https://transparency.flocksafety.com/union-city-ca-pd,d05ac10e4894568a67e6c73fbbcfbe47,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Union City California Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid case number or incident number and is stored indefinitely for audit purposes.,Hotlist hits are required to be human verified prior to action.
2302,Seaside CA PD,2023-11-07T13:13:23Z,2023-11-08T03:55:50Z,https://transparency.flocksafety.com/seaside-ca-pd,66e2f94f645f469aaa4d303b85d7f30b,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Seaside CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
